latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.59792,-17.919,333.68,4.79,2,2021-10-09,00:07,T,100,6.1NRT,292.02,309.87,N
28.61802,-17.88237,416.3,4.82,2,2021-10-09,00:07,T,100,6.1NRT,304.98,0,N
28.61589,-17.92123,387.71,4.79,2,2021-10-09,00:07,T,100,6.1NRT,301.54,1780.86,N
28.59965,-17.91519,347.62,4.79,2,2021-10-09,00:07,T,100,6.1NRT,293.04,526.32,N
28.61995,-17.87874,417.25,4.82,2,2021-10-09,00:07,T,100,6.1NRT,302.79,0,N
-4.14093,143.17429,320.13,1,1,2021-10-09,00:50,T,0,6.1NRT,297.24,10.14,D
-4.29474,143.65691,321.07,1.01,1,2021-10-09,00:50,T,72,6.1NRT,302.37,9.57,D
-5.6676,145.38988,314.53,1.17,1.08,2021-10-09,00:50,T,56,6.1NRT,296.69,8.52,D
-4.1936,143.22141,315.17,1,1,2021-10-09,00:50,T,39,6.1NRT,295.94,5.64,D
-14.27278,142.99104,332.13,1.1,1.04,2021-10-09,00:52,T,71,6.1NRT,306.51,19.15,D
-14.46819,144.57663,325.88,1.34,1.15,2021-10-09,00:52,T,49,6.1NRT,305.54,17.52,D
-14.30951,143.39603,329.91,1.14,1.07,2021-10-09,00:52,T,74,6.1NRT,308.42,15.63,D
-14.25312,143.33954,333.39,1.14,1.06,2021-10-09,00:52,T,66,6.1NRT,309.17,21.12,D
-14.24987,143.3465,336.02,1.14,1.06,2021-10-09,00:52,T,71,6.1NRT,307.88,25.99,D
-14.24841,143.33606,338.18,1.13,1.06,2021-10-09,00:52,T,82,6.1NRT,308.57,29.07,D
-14.23743,143.327,326.87,1.13,1.06,2021-10-09,00:52,T,58,6.1NRT,308.98,12.51,D
-8.32133,146.33432,312.13,1.44,1.19,2021-10-09,00:52,T,67,6.1NRT,291.81,9.13,D
-14.23598,143.31657,335.54,1.13,1.06,2021-10-09,00:52,T,82,6.1NRT,308.35,26.14,D
-14.23453,143.30618,348.35,1.13,1.06,2021-10-09,00:52,T,93,6.1NRT,307.77,53.13,D
-14.11989,143.21223,323.94,1.12,1.05,2021-10-09,00:52,T,61,6.1NRT,305.93,9.56,D
-12.95831,141.64438,315.75,1,1,2021-10-09,00:52,T,42,6.1NRT,283.76,8.81,D
-12.94932,141.64571,327.11,1,1,2021-10-09,00:52,T,0,6.1NRT,284.85,19.28,D
-9.94453,147.96349,327.3,2.02,1.38,2021-10-09,00:52,T,83,6.1NRT,295.73,50.69,D
-8.95614,140.8665,317.86,1.05,1.02,2021-10-09,00:52,T,47,6.1NRT,297.31,7.29,D
-9.58548,148.62593,323.24,2.24,1.45,2021-10-09,00:52,T,80,6.1NRT,293.04,50.53,D
-8.32545,146.32774,312.2,1.44,1.19,2021-10-09,00:52,T,39,6.1NRT,292.57,9.23,D
-14.58498,144.22952,338.4,1.28,1.12,2021-10-09,00:52,T,85,6.1NRT,309.87,33.72,D
-14.57489,144.2309,324.36,1.28,1.12,2021-10-09,00:52,T,42,6.1NRT,308.04,8.53,D
-14.57335,144.21915,325.43,1.28,1.12,2021-10-09,00:52,T,58,6.1NRT,308.91,10.3,D
-14.55909,144.3362,342.28,1.29,1.13,2021-10-09,00:52,T,88,6.1NRT,310.06,42.31,D
-14.55748,144.32428,339.14,1.29,1.13,2021-10-09,00:52,T,86,6.1NRT,310.29,36.07,D
-14.54355,144.37477,332.04,1.3,1.13,2021-10-09,00:52,T,27,6.1NRT,308,16.62,D
-14.53718,144.32701,334.81,1.29,1.13,2021-10-09,00:52,T,55,6.1NRT,307.83,26.84,D
-14.52862,144.34032,334.64,1.29,1.13,2021-10-09,00:52,T,35,6.1NRT,308.59,25.95,D
-14.52703,144.32838,371.31,1.29,1.13,2021-10-09,00:52,T,100,6.1NRT,312.5,153.07,D
-14.52545,144.31645,358.43,1.29,1.13,2021-10-09,00:52,T,99,6.1NRT,308.11,98.31,D
-14.54069,144.51071,331.69,1.33,1.14,2021-10-09,00:52,T,63,6.1NRT,307.5,25.57,D
-14.53905,144.49814,330.97,1.32,1.14,2021-10-09,00:52,T,66,6.1NRT,306.27,25.22,D
