latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.85657,24.49744,310.73,1.36,1.15,2021-11-08,00:00,A,73,6.1NRT,290.87,17.81,N
-22.33876,17.10709,322.95,1.22,1.1,2021-11-08,00:02,A,100,6.1NRT,290.28,28.65,N
-22.33681,17.09521,301.48,1.22,1.1,2021-11-08,00:02,A,20,6.1NRT,287.3,6.51,N
-22.34857,17.10516,322.13,1.22,1.1,2021-11-08,00:02,A,100,6.1NRT,287.75,27.5,N
-5.69855,143.1779,328.35,1.32,1.14,2021-11-08,01:02,T,85,6.1NRT,296.19,37.22,D
-5.69689,143.16621,328.88,1.32,1.14,2021-11-08,01:02,T,86,6.1NRT,293.87,38.04,D
-5.90648,145.76399,321.28,2.05,1.39,2021-11-08,01:02,T,78,6.1NRT,303.04,25.91,D
-6.00356,146.77574,315.09,2.48,1.52,2021-11-08,01:02,T,43,6.1NRT,293.36,35.63,D
-6.59645,146.64053,321.07,2.47,1.51,2021-11-08,01:02,T,73,6.1NRT,295.93,43.15,D
-8.80981,146.63371,318,2.66,1.57,2021-11-08,01:02,T,49,6.1NRT,296.79,32.41,D
-6.74878,145.62854,313.31,2.07,1.4,2021-11-08,01:02,T,32,6.1NRT,298.29,21.81,D
-6.66153,146.76164,315.9,2.53,1.53,2021-11-08,01:02,T,54,6.1NRT,298.38,27.28,D
-6.66889,146.76698,315.92,2.53,1.53,2021-11-08,01:02,T,44,6.1NRT,297.87,26.35,D
-5.98999,146.77753,314.73,2.48,1.52,2021-11-08,01:02,T,60,6.1NRT,293.06,36.62,D
-6.5298,146.72168,321.06,2.5,1.52,2021-11-08,01:02,T,33,6.1NRT,300.79,32.17,D
-6.29876,145.31699,312.59,1.92,1.35,2021-11-08,01:02,T,38,6.1NRT,299.31,12.5,D
-6.24505,145.28467,313.8,1.91,1.35,2021-11-08,01:02,T,65,6.1NRT,296.15,16.37,D
-16.05649,134.3923,326.54,1.26,1.12,2021-11-08,01:04,T,34,6.1NRT,299.97,12.26,D
-16.1643,135.06422,338.07,1.16,1.07,2021-11-08,01:04,T,75,6.1NRT,300.96,28.15,D
-16.61262,137.95917,322.53,1.01,1,2021-11-08,01:04,T,24,6.1NRT,297.55,7.67,D
-16.24682,135.06599,334.02,1.16,1.07,2021-11-08,01:04,T,77,6.1NRT,302.44,20.24,D
-16.58903,137.23172,344.64,1,1,2021-11-08,01:04,T,85,6.1NRT,302.32,38.4,D
-16.63534,137.23405,336.84,1,1,2021-11-08,01:04,T,83,6.1NRT,296.71,28.03,D
-15.42387,128.93062,319.16,3.19,1.69,2021-11-08,01:04,T,0,6.1NRT,292.18,43.95,D
-17.53276,142.56638,332.04,1.75,1.3,2021-11-08,01:04,T,77,6.1NRT,305.82,23.08,D
-15.42113,128.92528,318.82,3.19,1.69,2021-11-08,01:04,T,0,6.1NRT,292.25,42.74,D
-16.6757,135.66751,353.76,1.08,1.04,2021-11-08,01:04,T,73,6.1NRT,291.83,59.1,D
-16.68236,135.6702,349.67,1.08,1.04,2021-11-08,01:04,T,73,6.1NRT,291.3,49.72,D
-16.69166,135.66869,349.81,1.08,1.04,2021-11-08,01:04,T,80,6.1NRT,287.31,50.53,D
-15.045,142.1151,327.38,1.5,1.21,2021-11-08,01:04,T,47,6.1NRT,303.36,23.09,D
-15.0344,141.69437,332.87,1.4,1.17,2021-11-08,01:04,T,42,6.1NRT,306.54,33.81,D
-15.13737,141.70123,331.19,1.41,1.17,2021-11-08,01:04,T,61,6.1NRT,304.03,34.46,D
-15.13908,141.71428,327.7,1.41,1.18,2021-11-08,01:04,T,33,6.1NRT,304.39,26.64,D
-15.18996,141.90321,329.1,1.46,1.19,2021-11-08,01:04,T,61,6.1NRT,304.07,25.42,D
-15.40493,141.64673,332.74,1.41,1.17,2021-11-08,01:04,T,62,6.1NRT,304.67,32.86,D
-15.41127,141.65329,325.95,1.41,1.18,2021-11-08,01:04,T,11,6.1NRT,301.54,23.62,D
-15.92134,141.72984,332.04,1.45,1.19,2021-11-08,01:04,T,19,6.1NRT,307.14,31.63,D
-14.87972,133.96301,333.68,1.4,1.17,2021-11-08,01:04,T,76,6.1NRT,302.95,21.93,D
-16.56559,144.05153,363.78,2.19,1.43,2021-11-08,01:04,T,100,6.1NRT,299.2,269.05,D
-16.56788,144.07167,346.02,2.19,1.44,2021-11-08,01:04,T,91,6.1NRT,294.28,134.49,D
-16.57853,144.05008,380.69,2.19,1.43,2021-11-08,01:04,T,100,6.1NRT,298.58,453.11,D
-16.58085,144.07033,390.26,2.19,1.44,2021-11-08,01:04,T,100,6.1NRT,297.78,592.51,D
