latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.16414,30.61768,305.54,1.01,1,2021-11-04,00:07,A,65,6.1NRT,274.27,11.99,N
29.23547,19.71183,301.15,1.75,1.3,2021-11-04,00:11,A,38,6.1NRT,287.04,11.89,N
29.2288,19.70391,304.82,1.75,1.3,2021-11-04,00:11,A,62,6.1NRT,287.51,17.54,N
28.90771,20.95793,307.45,1.44,1.19,2021-11-04,00:11,A,71,6.1NRT,289.49,15.98,N
28.91272,19.76993,326.23,1.72,1.29,2021-11-04,00:11,A,100,6.1NRT,291.35,58.28,N
28.91092,19.78716,327.52,1.71,1.28,2021-11-04,00:11,A,100,6.1NRT,290.26,61.35,N
27.99,22.32124,305.07,1.18,1.08,2021-11-04,00:11,A,63,6.1NRT,288.68,10.88,N
27.98849,22.33315,305.55,1.18,1.08,2021-11-04,00:11,A,65,6.1NRT,289.05,11.27,N
27.81144,22.43717,300.7,1.16,1.07,2021-11-04,00:11,A,32,6.1NRT,289.22,7.37,N
27.58229,22.41235,301.32,1.16,1.07,2021-11-04,00:11,A,40,6.1NRT,289.15,7.68,N
27.58376,22.40071,300.97,1.16,1.07,2021-11-04,00:11,A,36,6.1NRT,289.09,7.44,N
29.23725,19.69398,303.35,1.76,1.3,2021-11-04,00:11,A,55,6.1NRT,287.62,14.59,N
27.65373,22.48951,306.2,1.15,1.07,2021-11-04,00:11,A,67,6.1NRT,289.94,10.2,N
12.03815,21.17532,306.4,1,1,2021-11-04,00:18,A,66,6.1NRT,294.03,5.48,N
12.03911,21.23113,306.57,1,1,2021-11-04,00:18,A,22,6.1NRT,294.04,5.08,N
12.04043,21.22207,311.92,1,1,2021-11-04,00:18,A,81,6.1NRT,294.73,8.78,N
12.39794,20.34522,305.93,1.04,1.02,2021-11-04,00:18,A,40,6.1NRT,294,6.24,N
12.41408,20.29557,316.86,1.04,1.02,2021-11-04,00:18,A,21,6.1NRT,288.44,12.78,N
12.41917,20.32528,337.63,1.04,1.02,2021-11-04,00:18,A,100,6.1NRT,294.28,37.55,N
12.42051,20.31583,322.84,1.04,1.02,2021-11-04,00:18,A,99,6.1NRT,288.17,17.33,N
12.92214,17.60339,321.03,1.45,1.19,2021-11-04,00:18,A,100,6.1NRT,291.38,33.02,N
12.71018,22.3653,302.43,1.02,1.01,2021-11-04,00:18,A,29,6.1NRT,285.56,5.96,N
14.08422,20.78686,305.7,1.03,1.02,2021-11-04,00:18,A,56,6.1NRT,294.64,5.38,N
14.08559,20.77735,307.05,1.03,1.02,2021-11-04,00:18,A,69,6.1NRT,293.82,6.41,N
12.02921,21.17398,306.32,1,1,2021-11-04,00:18,A,45,6.1NRT,292.81,5.29,N
10.02172,25.71398,301.35,1.62,1.25,2021-11-04,00:18,A,40,6.1NRT,282.24,10.07,N
10.0241,25.69945,301.55,1.61,1.25,2021-11-04,00:18,A,42,6.1NRT,281.18,10.46,N
12.16553,13.07579,300.19,3.13,1.68,2021-11-04,00:18,A,21,6.1NRT,289.94,21.88,N
12.19429,12.94052,300.36,3.21,1.7,2021-11-04,00:18,A,26,6.1NRT,289.32,25.21,N
11.48235,19.67523,310.52,1.08,1.04,2021-11-04,00:18,A,80,6.1NRT,293.4,9.94,N
11.7562,17.7305,303.54,1.37,1.16,2021-11-04,00:18,A,56,6.1NRT,292.35,7.4,N
11.48773,19.68259,314.62,1.08,1.04,2021-11-04,00:18,A,90,6.1NRT,293.43,12.88,N
11.48909,19.67285,312.42,1.08,1.04,2021-11-04,00:18,A,85,6.1NRT,293.73,10.81,N
11.49698,19.6839,304.64,1.08,1.04,2021-11-04,00:18,A,61,6.1NRT,292.77,5.39,N
