latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.61447,-17.92439,380.46,4.79,2,2021-11-10,00:07,T,100,6.1NRT,283.48,1502.85,N
28.61843,-17.88188,360.35,4.82,2,2021-11-10,00:07,T,100,6.1NRT,288.37,0,N
28.61621,-17.92071,377.19,4.79,2,2021-11-10,00:07,T,100,6.1NRT,284.28,1388.38,N
28.61648,-17.88528,364.06,4.82,2,2021-11-10,00:07,T,100,6.1NRT,288.43,0,N
-8.0021,142.96552,332.57,1.01,1,2021-11-10,00:49,T,0,6.1NRT,303.04,24.43,D
-8.05692,142.83759,317.36,1,1,2021-11-10,00:49,T,43,6.1NRT,301,5.28,D
-8.08526,139.38834,320.69,1.25,1.11,2021-11-10,00:49,T,68,6.1NRT,299.28,10.01,D
-8.51222,141.05812,318.67,1.04,1.02,2021-11-10,00:49,T,63,6.1NRT,300.05,6.22,D
-8.67327,142.77036,315.93,1.01,1,2021-11-10,00:49,T,59,6.1NRT,299.02,6.96,D
-5.50251,145.95103,322.02,1.25,1.11,2021-11-10,00:49,T,77,6.1NRT,299.04,18.34,D
-6.52595,146.71648,322.42,1.45,1.19,2021-11-10,00:49,T,37,6.1NRT,303.47,17.05,D
-8.00079,142.95645,328.56,1.01,1,2021-11-10,00:49,T,0,6.1NRT,303.47,18.75,D
-15.16475,142.49779,333.3,1.07,1.03,2021-11-10,00:52,T,51,6.1NRT,309.5,12.35,D
-11.45459,142.21205,334.23,1.01,1,2021-11-10,00:52,T,79,6.1NRT,301.71,22.48,D
-10.21504,142.2318,330.37,1,1,2021-11-10,00:52,T,72,6.1NRT,303.24,17.31,D
-10.20606,142.23311,321.98,1,1,2021-11-10,00:52,T,58,6.1NRT,299.78,7.48,D
-9.40707,142.68918,320.55,1.01,1,2021-11-10,00:52,T,0,6.1NRT,305.25,10.62,D
-10.20572,150.04439,310.26,2.97,1.64,2021-11-10,00:52,T,41,6.1NRT,295.26,33.67,D
-9.14178,142.25937,317.38,1,1,2021-11-10,00:52,T,57,6.1NRT,301.5,5.74,D
-8.91003,141.31633,318.56,1.02,1.01,2021-11-10,00:52,T,0,6.1NRT,298.21,7.52,D
-10.01526,149.73897,309.09,2.79,1.6,2021-11-10,00:52,T,48,6.1NRT,298.32,21,D
-11.71636,142.23981,336.73,1.01,1,2021-11-10,00:52,T,85,6.1NRT,300.66,27.58,D
-11.7233,142.35162,338.26,1.01,1.01,2021-11-10,00:52,T,86,6.1NRT,304.52,28.17,D
-11.72197,142.34239,326.81,1.01,1.01,2021-11-10,00:52,T,32,6.1NRT,304.07,11.9,D
-11.68559,142.28183,330.33,1.01,1.01,2021-11-10,00:52,T,63,6.1NRT,302.38,16.25,D
-11.67921,142.30154,328.48,1.01,1.01,2021-11-10,00:52,T,48,6.1NRT,301.29,14.71,D
-11.66978,142.29955,350.68,1.01,1.01,2021-11-10,00:52,T,95,6.1NRT,303.04,50.03,D
-11.66844,142.29034,336.57,1.01,1.01,2021-11-10,00:52,T,71,6.1NRT,303.62,24.29,D
-11.66043,142.2352,335.21,1.01,1,2021-11-10,00:52,T,84,6.1NRT,299.07,26.17,D
-11.65909,142.22601,343.61,1.01,1,2021-11-10,00:52,T,90,6.1NRT,302.43,39.93,D
-11.66209,142.31004,373.48,1.01,1.01,2021-11-10,00:52,T,94,6.1NRT,299.16,116.33,D
-11.66076,142.30086,419.14,1.01,1.01,2021-11-10,00:52,T,100,6.1NRT,310.76,381.39,D
-11.65942,142.29166,376.99,1.01,1.01,2021-11-10,00:52,T,100,6.1NRT,307.54,131.1,D
-11.65141,142.23651,338.11,1.01,1,2021-11-10,00:52,T,86,6.1NRT,302.22,29.86,D
-11.65008,142.22733,407.88,1.01,1,2021-11-10,00:52,T,100,6.1NRT,306.78,296.19,D
-11.64875,142.21815,404.91,1.01,1,2021-11-10,00:52,T,94,6.1NRT,305.4,276.72,D
-11.62094,142.34422,324.25,1.01,1.01,2021-11-10,00:52,T,63,6.1NRT,299.23,11.69,D
-11.60155,142.33763,330.42,1.01,1.01,2021-11-10,00:52,T,74,6.1NRT,304.64,18.88,D
-11.50049,142.27431,326.03,1.01,1,2021-11-10,00:52,T,61,6.1NRT,302.86,12.74,D
-11.4636,142.21074,343.51,1.01,1,2021-11-10,00:52,T,86,6.1NRT,298.61,38.15,D
-11.45859,142.23953,325.3,1.01,1,2021-11-10,00:52,T,64,6.1NRT,304.46,10.64,D
-11.45725,142.23036,349.3,1.01,1,2021-11-10,00:52,T,94,6.1NRT,306.4,48.13,D
-11.45592,142.22121,349.16,1.01,1,2021-11-10,00:52,T,94,6.1NRT,304.75,47.9,D
-11.73234,142.35031,336.1,1.01,1.01,2021-11-10,00:52,T,85,6.1NRT,305.83,24.82,D
