latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.4635,146.23425,315.91,1.21,1.09,2021-10-29,00:24,T,40,6.1NRT,290.25,7.94,D
-6.66903,146.7646,321.66,1.13,1.06,2021-10-29,00:24,T,44,6.1NRT,294.88,12.94,D
-6.33165,146.23599,322.47,1.21,1.09,2021-10-29,00:24,T,51,6.1NRT,296.46,10.71,D
-5.93319,147.06256,320.54,1.11,1.05,2021-10-29,00:24,T,34,6.1NRT,297.74,9.06,D
-6.58377,146.55324,316.22,1.16,1.07,2021-10-29,00:24,T,46,6.1NRT,292.02,8.37,D
-6.56653,145.69511,308.99,1.29,1.13,2021-10-29,00:24,T,52,6.1NRT,278.81,7.85,D
-6.64424,146.53812,317.4,1.16,1.07,2021-10-29,00:24,T,72,6.1NRT,293.27,10.42,D
-14.02885,142.02385,323.17,1.76,1.3,2021-10-29,00:26,T,48,6.1NRT,304.56,16.02,D
-14.40914,144.38872,326.48,1.21,1.09,2021-10-29,00:26,T,58,6.1NRT,306.12,11.1,D
-14.38928,144.26515,331.55,1.23,1.1,2021-10-29,00:26,T,75,6.1NRT,306.55,21.24,D
-14.38748,144.25397,323.95,1.23,1.1,2021-10-29,00:26,T,42,6.1NRT,305.13,9,D
-14.40109,144.40128,327.13,1.21,1.09,2021-10-29,00:26,T,65,6.1NRT,306.67,12.98,D
-14.35433,144.24234,321.59,1.24,1.11,2021-10-29,00:26,T,32,6.1NRT,302.32,7.86,D
-14.36219,144.35661,361.82,1.22,1.1,2021-10-29,00:26,T,100,6.1NRT,306.34,104.21,D
-14.1205,142.84908,328.71,1.53,1.22,2021-10-29,00:26,T,51,6.1NRT,309.14,15.96,D
-14.0768,142.85651,329.29,1.53,1.22,2021-10-29,00:26,T,47,6.1NRT,309.03,18.52,D
-13.90915,141.93381,330,1.79,1.31,2021-10-29,00:26,T,74,6.1NRT,306,34,D
-13.82698,141.92126,323.07,1.8,1.32,2021-10-29,00:26,T,53,6.1NRT,305.85,18.2,D
-13.71959,142.23477,339.47,1.72,1.29,2021-10-29,00:26,T,86,6.1NRT,306.88,61.33,D
-13.71695,142.21899,345.62,1.72,1.29,2021-10-29,00:26,T,91,6.1NRT,305.36,87.35,D
-13.69831,142.31886,325.33,1.69,1.28,2021-10-29,00:26,T,15,6.1NRT,307.42,15.73,D
-13.68687,142.32091,326.65,1.69,1.28,2021-10-29,00:26,T,38,6.1NRT,307.61,18.7,D
-13.78816,143.00302,331.6,1.51,1.21,2021-10-29,00:26,T,62,6.1NRT,309.07,21.15,D
-13.784,143.04613,337.42,1.5,1.21,2021-10-29,00:26,T,78,6.1NRT,310.95,34.14,D
-13.78176,143.03238,343.87,1.5,1.21,2021-10-29,00:26,T,90,6.1NRT,309.32,54.18,D
-13.58557,142.19861,322.16,1.74,1.29,2021-10-29,00:26,T,24,6.1NRT,306.23,15,D
-13.50348,142.66693,336.14,1.61,1.25,2021-10-29,00:26,T,79,6.1NRT,309.4,40.12,D
-13.08783,143.0079,328,1.55,1.23,2021-10-29,00:26,T,60,6.1NRT,307.29,20.43,D
-13.08549,142.99379,328.48,1.55,1.23,2021-10-29,00:26,T,65,6.1NRT,307.51,21.76,D
-12.63006,142.14339,326.44,1.82,1.32,2021-10-29,00:26,T,61,6.1NRT,305.94,20.65,D
-12.63364,142.13234,328.62,1.83,1.32,2021-10-29,00:26,T,73,6.1NRT,305.26,28.21,D
-11.92537,142.26331,326.22,1.84,1.33,2021-10-29,00:26,T,70,6.1NRT,307.16,20.65,D
-11.92013,142.27089,326.58,1.84,1.33,2021-10-29,00:26,T,56,6.1NRT,306.25,20.22,D
-11.5964,142.20517,325.84,1.89,1.34,2021-10-29,00:26,T,65,6.1NRT,302.53,27.59,D
-11.58724,142.22432,325.83,1.88,1.34,2021-10-29,00:26,T,66,6.1NRT,304.32,24.48,D
-9.98141,148.21277,316.7,1,1,2021-10-29,00:26,T,64,6.1NRT,295.79,6.59,D
-9.51496,147.05573,319.18,1.04,1.02,2021-10-29,00:26,T,71,6.1NRT,300.63,12.96,D
-9.59063,148.62436,322.97,1,1,2021-10-29,00:26,T,76,6.1NRT,302.91,9.72,D
-9.54998,150.59218,316.47,1.15,1.07,2021-10-29,00:26,T,66,6.1NRT,295.55,11.47,D
-9.51779,147.07452,314.72,1.04,1.02,2021-10-29,00:26,T,57,6.1NRT,298.2,8.79,D
-13.72222,142.2505,342.58,1.71,1.28,2021-10-29,00:26,T,89,6.1NRT,307.96,71.65,D
-14.19469,142.66252,324.66,1.57,1.23,2021-10-29,00:26,T,13,6.1NRT,305.24,15.99,D
-14.19232,142.65479,323.97,1.57,1.24,2021-10-29,00:26,T,18,6.1NRT,306.09,13.23,D
-14.32066,143.58182,331.78,1.36,1.15,2021-10-29,00:26,T,73,6.1NRT,307.17,24.12,D
-14.31866,143.56938,335.21,1.36,1.15,2021-10-29,00:26,T,81,6.1NRT,306.57,30.72,D
-14.03159,142.03999,326.76,1.75,1.3,2021-10-29,00:26,T,67,6.1NRT,305.23,25.53,D
-15.05852,143.96811,330.78,1.25,1.11,2021-10-29,00:28,T,72,6.1NRT,309.7,12.77,D
-15.00726,144.09442,339.55,1.24,1.1,2021-10-29,00:28,T,80,6.1NRT,310.09,28.99,D
-15.00541,144.08301,334.89,1.24,1.11,2021-10-29,00:28,T,58,6.1NRT,312.27,17.76,D
-14.92478,144.09129,349.39,1.24,1.11,2021-10-29,00:28,T,93,6.1NRT,312.63,54.19,D
-14.87674,143.92137,327.51,1.27,1.12,2021-10-29,00:28,T,31,6.1NRT,308.28,8.59,D
-14.87642,144.04643,334.1,1.25,1.11,2021-10-29,00:28,T,46,6.1NRT,312.35,15.8,D
-17.1929,143.22726,333.43,1.29,1.13,2021-10-29,00:28,T,71,6.1NRT,306.5,20.19,D
-17.13164,142.85585,337.19,1.36,1.16,2021-10-29,00:28,T,80,6.1NRT,300.43,37.67,D
-17.12128,142.85768,330.65,1.36,1.16,2021-10-29,00:28,T,46,6.1NRT,302.29,21.55,D
