latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.7754,146.35759,326.17,1.12,1.06,2021-11-03,00:43,T,78,6.1NRT,295.96,19.58,D
-6.77689,146.36809,326.09,1.13,1.06,2021-11-03,00:43,T,81,6.1NRT,296.49,18.68,D
-6.90422,146.34445,314.74,1.13,1.06,2021-11-03,00:43,T,61,6.1NRT,298.06,6.5,D
-7.12166,146.1387,307.6,1.11,1.05,2021-11-03,00:43,T,17,6.1NRT,290.51,5.13,D
-7.2814,145.90305,314.43,1.09,1.04,2021-11-03,00:43,T,45,6.1NRT,294.79,9.64,D
-9.65277,149.72421,318.02,2.07,1.4,2021-11-03,00:43,T,74,6.1NRT,301.57,26.14,D
-9.65314,149.71815,315.29,2.07,1.4,2021-11-03,00:43,T,57,6.1NRT,301.63,17.23,D
-8.45973,141.07301,324.38,1.22,1.1,2021-11-03,00:43,T,79,6.1NRT,286.36,22.62,D
-5.90918,145.76317,322.64,1.05,1.02,2021-11-03,00:43,T,45,6.1NRT,300.19,10.08,D
-9.56228,148.53413,315,1.68,1.27,2021-11-03,00:43,T,34,6.1NRT,300.46,11.96,D
-9.56428,148.54927,317.85,1.68,1.27,2021-11-03,00:43,T,66,6.1NRT,301.93,15.97,D
-6.60345,146.37358,314.03,1.12,1.06,2021-11-03,00:43,T,65,6.1NRT,298.01,7.16,D
-6.6304,146.49438,316.94,1.14,1.06,2021-11-03,00:43,T,7,6.1NRT,297.55,7.72,D
-3.93256,138.77832,313,2.09,1.41,2021-11-03,00:43,T,69,6.1NRT,291.87,22.03,D
-3.93165,138.78448,318.64,2.09,1.41,2021-11-03,00:43,T,76,6.1NRT,292.35,37.74,D
-5.92354,143.97861,313.35,1.01,1,2021-11-03,00:43,T,68,6.1NRT,298.41,6.86,D
-6.20659,145.27867,319.23,1.02,1.01,2021-11-03,00:43,T,74,6.1NRT,297.17,10.68,D
-6.29906,145.91246,313.01,1.07,1.03,2021-11-03,00:43,T,58,6.1NRT,297.55,5.56,D
-6.32062,145.55673,319.31,1.04,1.02,2021-11-03,00:43,T,64,6.1NRT,298.03,8.56,D
-6.32195,145.56592,323.99,1.04,1.02,2021-11-03,00:43,T,79,6.1NRT,297.47,13.08,D
-6.29071,145.16127,317.77,1.02,1.01,2021-11-03,00:43,T,72,6.1NRT,296.34,11.05,D
-6.29321,145.1151,318.5,1.02,1.01,2021-11-03,00:43,T,73,6.1NRT,297.86,10.82,D
-6.51836,146.55791,320.57,1.14,1.07,2021-11-03,00:43,T,41,6.1NRT,298.46,9.67,D
-6.47288,145.46552,311.48,1.04,1.02,2021-11-03,00:43,T,60,6.1NRT,292.1,8.98,D
-6.47423,145.47485,309.48,1.04,1.02,2021-11-03,00:43,T,53,6.1NRT,291.98,7.14,D
-6.50805,145.70892,309.42,1.06,1.03,2021-11-03,00:43,T,41,6.1NRT,293.35,6.03,D
-11.94182,142.26738,328.8,1.02,1.01,2021-11-03,00:45,T,67,6.1NRT,307.29,13.61,D
-12.30301,142.71176,340.09,1,1,2021-11-03,00:45,T,87,6.1NRT,302.72,29.3,D
-12.30437,142.7209,326.08,1,1,2021-11-03,00:45,T,44,6.1NRT,302.1,9.86,D
-9.97388,147.82997,323.94,1.51,1.21,2021-11-03,00:45,T,78,6.1NRT,304.74,20.38,D
-12.43412,142.7888,343.44,1,1,2021-11-03,00:45,T,90,6.1NRT,306.42,35.93,D
-12.41516,142.66072,327.99,1,1,2021-11-03,00:45,T,60,6.1NRT,304.87,10.87,D
-12.4138,142.65157,339.25,1,1,2021-11-03,00:45,T,87,6.1NRT,307.1,27.34,D
-12.41245,142.64241,343.93,1,1,2021-11-03,00:45,T,91,6.1NRT,306.35,36.13,D
-12.40346,142.64377,329.44,1,1,2021-11-03,00:45,T,69,6.1NRT,304.56,13.87,D
-12.4021,142.63461,333.64,1,1,2021-11-03,00:45,T,78,6.1NRT,302.54,20.39,D
-12.37043,142.79509,327.25,1,1,2021-11-03,00:45,T,39,6.1NRT,302.83,11.61,D
-12.36145,142.79643,328.86,1,1,2021-11-03,00:45,T,65,6.1NRT,303.59,15.31,D
-12.35112,142.78864,327.61,1,1,2021-11-03,00:45,T,57,6.1NRT,303.36,13.46,D
-12.34707,142.76123,330.37,1,1,2021-11-03,00:45,T,69,6.1NRT,304.7,16.15,D
-12.34214,142.78998,326.28,1,1,2021-11-03,00:45,T,49,6.1NRT,302.27,11.47,D
-12.31555,142.67245,329.81,1,1,2021-11-03,00:45,T,61,6.1NRT,305.8,16.39,D
-12.31419,142.6633,339.76,1,1,2021-11-03,00:45,T,87,6.1NRT,304.53,31.03,D
-9.11517,141.96571,316.49,1.09,1.04,2021-11-03,00:45,T,66,6.1NRT,295.19,7.55,D
-9.9835,148.00342,321.9,1.55,1.23,2021-11-03,00:45,T,76,6.1NRT,305.18,18.08,D
-9.9699,147.82248,331.78,1.51,1.21,2021-11-03,00:45,T,85,6.1NRT,304.84,37.33,D
-9.97927,147.89067,323.78,1.53,1.22,2021-11-03,00:45,T,78,6.1NRT,305.79,19.49,D
-9.98446,147.99747,320.08,1.55,1.23,2021-11-03,00:45,T,58,6.1NRT,305.57,14.16,D
-9.9721,147.81638,322.51,1.51,1.21,2021-11-03,00:45,T,71,6.1NRT,304.33,18.49,D
-12.47289,142.73915,330,1,1,2021-11-03,00:45,T,79,6.1NRT,302.13,16.01,D
-9.98281,147.8985,322,1.53,1.22,2021-11-03,00:45,T,75,6.1NRT,305.21,17.08,D
-11.52235,142.17143,332.61,1.03,1.01,2021-11-03,00:45,T,74,6.1NRT,308.49,18.17,D
-11.53144,142.17006,332.52,1.03,1.01,2021-11-03,00:45,T,69,6.1NRT,302.68,18.48,D
-11.55986,142.17882,334.77,1.03,1.01,2021-11-03,00:45,T,75,6.1NRT,304.89,21.86,D
-11.94042,142.2581,339.18,1.02,1.01,2021-11-03,00:45,T,87,6.1NRT,307.17,29.11,D
-15.72019,143.36932,333.09,1.03,1.01,2021-11-03,00:48,T,41,6.1NRT,302.83,18.41,D
-13.38163,142.84637,332.26,1,1,2021-11-03,00:48,T,69,6.1NRT,306.57,16.8,D
-13.38028,142.83722,343.34,1,1,2021-11-03,00:48,T,91,6.1NRT,307.21,32.67,D
-13.37894,142.82805,343.7,1,1,2021-11-03,00:48,T,91,6.1NRT,307.84,32.15,D
-13.374,142.85689,333.81,1,1,2021-11-03,00:48,T,83,6.1NRT,307.27,17.71,D
-13.37265,142.84772,362.01,1,1,2021-11-03,00:48,T,100,6.1NRT,309.01,76,D
-12.29725,136.39571,320.36,2.24,1.45,2021-11-03,00:48,T,65,6.1NRT,296.04,31.02,D
-12.2997,136.40132,319.77,2.24,1.45,2021-11-03,00:48,T,41,6.1NRT,295.47,25.98,D
-13.27755,142.76501,335.46,1,1,2021-11-03,00:48,T,66,6.1NRT,303.83,21.61,D
-13.24387,142.72325,326.95,1,1,2021-11-03,00:48,T,55,6.1NRT,298.47,12.35,D
-12.96205,142.74702,330.56,1,1,2021-11-03,00:48,T,65,6.1NRT,304.71,15.78,D
-12.9607,142.73787,335.66,1,1,2021-11-03,00:48,T,81,6.1NRT,301.11,24.79,D
-12.95172,142.73921,325.45,1,1,2021-11-03,00:48,T,42,6.1NRT,299.48,11.05,D
-12.95037,142.73006,330.05,1,1,2021-11-03,00:48,T,66,6.1NRT,298.26,16.86,D
-15.77979,143.14127,351.3,1.02,1.01,2021-11-03,00:48,T,94,6.1NRT,306.03,49.04,D
-15.78113,143.1507,358.41,1.02,1.01,2021-11-03,00:48,T,99,6.1NRT,305.02,66.54,D
-15.83791,143.55202,331.78,1.04,1.02,2021-11-03,00:48,T,68,6.1NRT,305.58,11.61,D
-15.78076,143.08328,402.12,1.02,1.01,2021-11-03,00:48,T,100,6.1NRT,307.81,255.16,D
-15.78211,143.09271,423.11,1.02,1.01,2021-11-03,00:48,T,100,6.1NRT,315.1,414.62,D
-15.78346,143.10216,346.14,1.02,1.01,2021-11-03,00:48,T,90,6.1NRT,303.93,37.14,D
-15.79117,143.09137,346.69,1.02,1.01,2021-11-03,00:48,T,90,6.1NRT,305.95,37.29,D
-15.79252,143.1008,340.69,1.02,1.01,2021-11-03,00:48,T,84,6.1NRT,308.33,27.04,D
-15.85544,143.4118,329.58,1.03,1.02,2021-11-03,00:48,T,59,6.1NRT,305.6,7.66,D
