latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.60375,-17.90635,311.9,3.75,1.81,2021-11-19,00:00,T,47,6.1NRT,285.88,106.62,N
-10.22946,149.1366,306.31,1.91,1.35,2021-11-19,00:43,T,5,6.1NRT,285.89,10.08,D
-6.74119,146.40616,312.98,1.13,1.06,2021-11-19,00:43,T,39,6.1NRT,286.23,5.5,D
-11.80725,142.08606,319.14,1.03,1.01,2021-11-19,00:45,T,46,6.1NRT,287.72,9.52,D
-12.20055,132.73087,314.85,4.28,1.91,2021-11-19,00:45,T,27,6.1NRT,288.82,39.89,D
-11.7413,142.01921,315.21,1.03,1.02,2021-11-19,00:45,T,26,6.1NRT,283.49,7.98,D
-12.06834,134.74254,310.05,3.03,1.66,2021-11-19,00:45,T,0,6.1NRT,289.32,24.68,D
-11.80866,142.09543,316.85,1.03,1.01,2021-11-19,00:45,T,38,6.1NRT,286.38,6.95,D
-15.16168,135.03778,329.15,2.5,1.52,2021-11-19,00:47,T,53,6.1NRT,300.56,48.88,D
-15.15556,135.04594,329.62,2.5,1.52,2021-11-19,00:47,T,69,6.1NRT,299.87,50.16,D
-15.15145,135.02295,326.48,2.51,1.52,2021-11-19,00:47,T,55,6.1NRT,300.95,32.85,D
-15.08509,134.89067,325.97,2.57,1.54,2021-11-19,00:47,T,57,6.1NRT,297.61,43.84,D
-15.11365,135.12465,324.04,2.47,1.51,2021-11-19,00:47,T,34,6.1NRT,299.97,26.51,D
-15.10952,135.10201,324.79,2.48,1.52,2021-11-19,00:47,T,66,6.1NRT,299.69,30.2,D
-15.12802,135.17456,325.24,2.45,1.51,2021-11-19,00:47,T,26,6.1NRT,299.16,28.98,D
-14.8981,132.22849,324.61,4.11,1.88,2021-11-19,00:47,T,62,6.1NRT,299.11,59.34,D
-14.90559,132.2661,323.49,4.08,1.87,2021-11-19,00:47,T,57,6.1NRT,298.86,46.33,D
-16.97908,144.56544,326.22,1.17,1.08,2021-11-19,00:47,T,44,6.1NRT,309.56,8.2,D
-15.00815,132.43706,325.01,3.95,1.85,2021-11-19,00:47,T,68,6.1NRT,298.86,56.66,D
-15.07024,132.31143,324.14,4.03,1.86,2021-11-19,00:47,T,66,6.1NRT,300.4,53.21,D
-15.07395,132.30327,332.09,4.03,1.86,2021-11-19,00:47,T,79,6.1NRT,300.5,133.69,D
-15.08103,132.33981,325.41,4,1.86,2021-11-19,00:47,T,62,6.1NRT,299.93,68.12,D
-15.09057,132.29988,329.86,4.03,1.86,2021-11-19,00:47,T,74,6.1NRT,299.04,122.37,D
-15.44707,134.11288,337.95,2.9,1.62,2021-11-19,00:47,T,85,6.1NRT,301.91,106.01,D
-15.45188,134.13918,328.02,2.88,1.62,2021-11-19,00:47,T,67,6.1NRT,301.06,43.27,D
-15.46154,134.10989,334.85,2.9,1.62,2021-11-19,00:47,T,82,6.1NRT,301.16,85.32,D
-15.46637,134.13647,327.84,2.88,1.62,2021-11-19,00:47,T,58,6.1NRT,301.52,40.67,D
-15.46241,134.10371,331.06,2.9,1.62,2021-11-19,00:47,T,78,6.1NRT,301,63.27,D
-15.4674,134.13013,331.06,2.88,1.62,2021-11-19,00:47,T,78,6.1NRT,301.35,62.22,D
-17.23548,144.89178,323.1,1.22,1.1,2021-11-19,00:47,T,66,6.1NRT,297.36,15.95,D
-17.29253,143.6749,342.21,1.08,1.04,2021-11-19,00:47,T,87,6.1NRT,311.12,32.67,D
