latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-22.183,17.45737,302.81,1.03,1.02,2021-12-01,00:07,A,48,6.1NRT,287.55,5.29,N
-21.60987,16.80511,308.36,1.09,1.04,2021-12-01,00:07,A,74,6.1NRT,289.75,10.22,N
-17.67504,24.863,311.72,1.7,1.28,2021-12-01,00:07,A,83,6.1NRT,289.36,25.16,N
-19.06118,15.36903,309.32,1.4,1.17,2021-12-01,00:07,A,77,6.1NRT,281.53,19.08,N
-19.05751,15.37654,307.22,1.4,1.17,2021-12-01,00:07,A,50,6.1NRT,281.06,15.43,N
-19.01488,15.31607,300.51,1.42,1.18,2021-12-01,00:07,A,29,6.1NRT,284.6,9.44,N
-19.13646,22.71157,306.66,1.28,1.12,2021-12-01,00:07,A,69,6.1NRT,289.15,11.41,N
-21.63695,16.85417,308.83,1.09,1.04,2021-12-01,00:07,A,76,6.1NRT,293.77,9.23,N
-21.80775,17.94803,327.34,1.02,1.01,2021-12-01,00:07,A,0,6.1NRT,287.44,23.22,N
-21.80923,17.95777,344.91,1.01,1.01,2021-12-01,00:07,A,90,6.1NRT,293.44,49.89,N
-21.81678,17.94647,359.06,1.02,1.01,2021-12-01,00:07,A,100,6.1NRT,291.01,82.37,N
-21.81826,17.95621,334.16,1.01,1.01,2021-12-01,00:07,A,44,6.1NRT,291.38,31.18,N
-17.68463,24.87099,317.78,1.7,1.28,2021-12-01,00:07,A,96,6.1NRT,290.11,35.77,N
-18.91131,22.54837,304.98,1.25,1.11,2021-12-01,00:07,A,62,6.1NRT,292.16,9.22,N
-18.91974,22.53519,303.05,1.24,1.11,2021-12-01,00:07,A,53,6.1NRT,290.81,7.54,N
-22.14207,17.54263,307.05,1.03,1.01,2021-12-01,00:07,A,29,6.1NRT,291.28,7.68,N
-21.64393,16.77746,312.18,1.1,1.04,2021-12-01,00:07,A,84,6.1NRT,289.48,13.28,N
-21.64564,16.78817,304.68,1.1,1.04,2021-12-01,00:07,A,59,6.1NRT,290.72,6.97,N
-21.83025,17.97413,325.99,1.01,1.01,2021-12-01,00:07,A,62,6.1NRT,284.46,22.94,N
-21.66657,16.85946,304.17,1.09,1.04,2021-12-01,00:07,A,30,6.1NRT,291.7,6.4,N
-21.99003,17.87424,307,1.02,1.01,2021-12-01,00:07,A,35,6.1NRT,289.64,7.99,N
-21.99151,17.884,304.98,1.02,1.01,2021-12-01,00:07,A,58,6.1NRT,283.9,6.21,N
-22.04503,17.87807,304.35,1.02,1.01,2021-12-01,00:07,A,27,6.1NRT,280.06,7.29,N
-17.67702,24.87897,308.92,1.7,1.28,2021-12-01,00:07,A,76,6.1NRT,288.95,20.26,N
-18.9213,22.54697,324.96,1.25,1.11,2021-12-01,00:07,A,100,6.1NRT,293.1,32.33,N
-22.06469,17.52134,303.17,1.03,1.02,2021-12-01,00:07,A,20,6.1NRT,275.76,6.43,N
-22.05379,17.15638,317.75,1.06,1.03,2021-12-01,00:07,A,22,6.1NRT,291.47,16.65,N
-23.86476,20.32921,306.71,1.1,1.05,2021-12-01,00:09,A,56,6.1NRT,290.48,8.91,N
-26.82439,27.8609,306.49,3.71,1.8,2021-12-01,00:09,A,68,6.1NRT,285.88,63.52,N
-8.01641,-35.11718,307.64,3.32,1.72,2021-12-01,00:15,T,35,6.1NRT,291.39,35.95,N
-8.00515,-35.12549,306.14,3.32,1.72,2021-12-01,00:15,T,42,6.1NRT,290.99,33.72,N
-8.01993,-35.147,312.33,3.34,1.72,2021-12-01,00:15,T,78,6.1NRT,290.99,55.38,N
-6.64962,146.63931,314.34,3.28,1.71,2021-12-01,01:06,T,52,6.1NRT,290.74,34.29,D
-6.64643,146.63498,312.95,3.28,1.71,2021-12-01,01:06,T,62,6.1NRT,290.96,34.44,D
-6.65009,146.66373,311.85,3.3,1.72,2021-12-01,01:06,T,44,6.1NRT,290.83,29.56,D
-14.78623,133.31023,334.39,1.24,1.1,2021-12-01,01:09,T,69,6.1NRT,312.46,15.11,D
-14.82874,133.97121,345.83,1.14,1.06,2021-12-01,01:09,T,88,6.1NRT,310.04,38.56,D
-14.75191,133.88112,337.04,1.16,1.07,2021-12-01,01:09,T,76,6.1NRT,310.62,22.85,D
-14.71684,133.90849,339.76,1.15,1.07,2021-12-01,01:09,T,79,6.1NRT,308.6,27.59,D
-14.62028,133.36217,340.55,1.23,1.1,2021-12-01,01:09,T,70,6.1NRT,316.97,20.66,D
-14.33109,131.59639,322.32,1.62,1.25,2021-12-01,01:09,T,32,6.1NRT,290.3,15.26,D
-14.69597,133.90091,337.95,1.15,1.07,2021-12-01,01:09,T,77,6.1NRT,310.94,22.36,D
-14.68806,133.91304,331.95,1.15,1.07,2021-12-01,01:09,T,28,6.1NRT,310.5,11.9,D
-14.47709,135.52701,351.25,1.02,1.01,2021-12-01,01:09,T,94,6.1NRT,311.37,40.11,D
-13.94599,134.28384,334.23,1.13,1.06,2021-12-01,01:09,T,79,6.1NRT,305.25,15.4,D
-12.3698,136.96312,313.18,1,1,2021-12-01,01:09,T,40,6.1NRT,296.47,7.03,D
-14.92893,133.81148,347.86,1.16,1.07,2021-12-01,01:09,T,90,6.1NRT,312.07,42.21,D
-15.05023,131.97096,326.18,1.48,1.2,2021-12-01,01:09,T,38,6.1NRT,302.98,13.82,D
-14.16216,126.93031,324.63,3.66,1.79,2021-12-01,01:09,T,66,6.1NRT,298.37,61.85,D
-15.01405,132.01939,332.39,1.47,1.2,2021-12-01,01:09,T,75,6.1NRT,305.04,23.8,D
-15.00248,131.95078,335.46,1.49,1.21,2021-12-01,01:09,T,80,6.1NRT,300.08,31.6,D
-15.00014,131.93692,335.21,1.49,1.21,2021-12-01,01:09,T,74,6.1NRT,298.85,32.37,D
-14.99781,131.92307,359.23,1.5,1.21,2021-12-01,01:09,T,99,6.1NRT,297.26,121.65,D
-15.01115,132.02591,333.6,1.47,1.2,2021-12-01,01:09,T,78,6.1NRT,305.02,27.58,D
-14.9978,131.94342,328.43,1.49,1.21,2021-12-01,01:09,T,32,6.1NRT,299.13,14.23,D
-14.99555,131.92953,358.98,1.5,1.21,2021-12-01,01:09,T,99,6.1NRT,298.58,118.48,D
-14.9933,131.91566,344.16,1.5,1.21,2021-12-01,01:09,T,89,6.1NRT,295.89,62.21,D
-14.94649,132.46225,337.73,1.38,1.16,2021-12-01,01:09,T,82,6.1NRT,299.67,36.43,D
-15.35885,135.14301,335.94,1.03,1.01,2021-12-01,01:09,T,70,6.1NRT,310.77,15.55,D
-14.89578,132.28497,331.06,1.42,1.18,2021-12-01,01:09,T,62,6.1NRT,300.21,18.47,D
-14.82163,132.26317,340.93,1.43,1.18,2021-12-01,01:09,T,86,6.1NRT,299.48,47.84,D
-14.81946,132.24992,333.09,1.43,1.18,2021-12-01,01:09,T,77,6.1NRT,297.26,26.45,D
-14.81105,132.26503,343.67,1.43,1.18,2021-12-01,01:09,T,89,6.1NRT,300.3,53.13,D
-14.80886,132.25175,336.69,1.43,1.18,2021-12-01,01:09,T,82,6.1NRT,300.19,33.73,D
-14.80047,132.26694,330.14,1.43,1.18,2021-12-01,01:09,T,54,6.1NRT,300.24,16.47,D
-14.73694,132.17488,322.82,1.46,1.19,2021-12-01,01:09,T,31,6.1NRT,291.43,8.28,D
-14.73475,132.16147,322.65,1.46,1.19,2021-12-01,01:09,T,15,6.1NRT,290.98,9.06,D
-14.73064,132.20355,325.81,1.45,1.19,2021-12-01,01:09,T,50,6.1NRT,294.54,11.55,D
-14.74399,132.48332,327.83,1.39,1.17,2021-12-01,01:09,T,25,6.1NRT,291.65,17.79,D
-14.7252,132.49953,355.26,1.39,1.17,2021-12-01,01:09,T,97,6.1NRT,298.14,95.41,D
-14.72309,132.48683,336.41,1.39,1.17,2021-12-01,01:09,T,81,6.1NRT,295.7,37.74,D
-14.9264,133.81786,335.86,1.16,1.07,2021-12-01,01:09,T,59,6.1NRT,312.06,17.07,D
-14.92475,133.80719,338.07,1.16,1.07,2021-12-01,01:09,T,67,6.1NRT,311.34,18.91,D
-14.7199,132.50659,330.05,1.39,1.17,2021-12-01,01:09,T,70,6.1NRT,297.5,21.91,D
-14.71786,132.49382,345.02,1.39,1.17,2021-12-01,01:09,T,90,6.1NRT,299.25,60.34,D
-14.71583,132.48108,325.81,1.39,1.17,2021-12-01,01:09,T,53,6.1NRT,296.46,13.71,D
-14.70742,132.49562,325.75,1.39,1.17,2021-12-01,01:09,T,57,6.1NRT,298.29,15.17,D
-14.80237,133.28403,342.04,1.24,1.11,2021-12-01,01:09,T,85,6.1NRT,311.5,29.89,D
-14.80055,133.27261,340.55,1.24,1.11,2021-12-01,01:09,T,83,6.1NRT,311.09,26.77,D
-14.79246,133.28571,339.76,1.24,1.11,2021-12-01,01:09,T,82,6.1NRT,311.45,23.74,D
-14.79064,133.27429,339,1.24,1.11,2021-12-01,01:09,T,81,6.1NRT,312.34,22.28,D
-14.75631,133.88541,331.19,1.15,1.07,2021-12-01,01:09,T,39,6.1NRT,311.14,11.46,D
-14.76756,133.89427,341.04,1.15,1.07,2021-12-01,01:09,T,82,6.1NRT,312.61,28.5,D
-14.76924,133.90486,335.17,1.15,1.07,2021-12-01,01:09,T,43,6.1NRT,314.3,15.87,D
-14.77883,133.90335,338.03,1.15,1.07,2021-12-01,01:09,T,59,6.1NRT,312.26,19.81,D
-14.79007,133.91229,341.32,1.15,1.07,2021-12-01,01:09,T,71,6.1NRT,312.86,26.56,D
-14.798,133.90025,335.46,1.15,1.07,2021-12-01,01:09,T,72,6.1NRT,308.67,19.65,D
-14.79965,133.91072,352.56,1.15,1.07,2021-12-01,01:09,T,94,6.1NRT,311.49,56.85,D
-14.72994,133.40749,335.94,1.22,1.1,2021-12-01,01:09,T,74,6.1NRT,314.3,14.35,D
-14.73173,133.4187,345.4,1.22,1.1,2021-12-01,01:09,T,88,6.1NRT,315.39,35.96,D
-14.82083,133.98318,333.81,1.14,1.06,2021-12-01,01:09,T,44,6.1NRT,309.84,13.08,D
-14.75461,133.87477,332.31,1.16,1.07,2021-12-01,01:09,T,58,6.1NRT,310.03,13.77,D
-20.92477,140.31511,368.47,1.74,1.29,2021-12-01,01:11,T,100,6.1NRT,319.3,200.55,D
-15.61499,128.90918,331.82,2.43,1.5,2021-12-01,01:11,T,65,6.1NRT,307.24,40.39,D
-17.10799,138.45076,338.55,1.18,1.08,2021-12-01,01:11,T,81,6.1NRT,310.15,27.62,D
-17.10652,138.43971,344.77,1.18,1.08,2021-12-01,01:11,T,88,6.1NRT,309.27,39.75,D
-15.60156,128.91173,326.7,2.43,1.5,2021-12-01,01:11,T,45,6.1NRT,307.29,20.48,D
-17.09825,138.45213,363.12,1.18,1.08,2021-12-01,01:11,T,100,6.1NRT,312.86,97.2,D
-17.09679,138.44109,357.01,1.18,1.08,2021-12-01,01:11,T,98,6.1NRT,308.07,73.46,D
-17.08851,138.45351,329.77,1.18,1.08,2021-12-01,01:11,T,32,6.1NRT,310.42,12.31,D
-16.16198,133.13655,333.81,1.21,1.09,2021-12-01,01:11,T,71,6.1NRT,315.2,14.92,D
-17.17722,141.19691,318.38,1.78,1.31,2021-12-01,01:11,T,40,6.1NRT,298.09,21.19,D
-16.04058,134.77901,346.05,1.04,1.02,2021-12-01,01:11,T,88,6.1NRT,311.41,35.42,D
-16.95205,130.93912,340.12,1.62,1.25,2021-12-01,01:11,T,81,6.1NRT,317.41,42.74,D
-16.61788,129.07217,331.51,2.25,1.45,2021-12-01,01:11,T,66,6.1NRT,315.06,33.33,D
-16.61399,129.05107,328.99,2.26,1.46,2021-12-01,01:11,T,42,6.1NRT,311.54,21.08,D
-16.95347,130.94574,351.84,1.62,1.25,2021-12-01,01:11,T,94,6.1NRT,318.97,86.25,D
-16.61728,129.05756,334.27,2.26,1.46,2021-12-01,01:11,T,75,6.1NRT,312.19,46.06,D
-16.57829,129.06529,330.83,2.26,1.46,2021-12-01,01:11,T,56,6.1NRT,312.54,30.28,D
-17.40182,137.97636,332.7,1.13,1.06,2021-12-01,01:11,T,32,6.1NRT,314.29,15.35,D
-17.38905,137.88126,334.89,1.12,1.05,2021-12-01,01:11,T,24,6.1NRT,316.91,18.07,D
-17.17872,137.2718,340.3,1.06,1.03,2021-12-01,01:11,T,82,6.1NRT,314.79,24.64,D
-17.28102,138.44797,335.7,1.19,1.08,2021-12-01,01:11,T,66,6.1NRT,303.21,30.98,D
-17.27956,138.43686,357.39,1.19,1.08,2021-12-01,01:11,T,98,6.1NRT,306.89,85.89,D
